engineName,submissionDate,powerOutput,pressure,velocity,acceleration,weight
engine_7719,2024-10-22 10:20:16.901377,105,150,240,146,129
engine_7720,2024-09-04 10:20:16.901377,35,60,237,25,79
engine_7721,2024-07-27 10:20:16.901377,127,296,96,219,215
engine_7722,2024-09-26 10:20:16.901377,89,29,198,58,296
engine_7723,2024-10-21 10:20:16.901377,192,65,214,32,113
engine_7724,2024-11-01 10:20:16.901377,80,236,83,285,95
engine_7725,2024-10-13 10:20:16.901377,247,288,292,115,264
engine_7726,2024-08-01 10:20:16.901377,233,32,201,211,114
engine_7727,2024-08-12 10:20:16.901377,50,152,159,258,195
engine_7728,2024-10-10 10:20:16.901377,77,90,126,122,185
engine_7729,2024-08-31 10:20:16.901377,153,54,153,26,264
engine_7730,2024-09-21 10:20:16.901377,145,13,225,283,227
engine_7731,2024-09-30 10:20:16.901377,199,65,198,112,266
engine_7732,2024-10-27 10:20:16.901377,144,235,9,288,263
engine_7733,2024-08-11 10:20:16.901377,68,144,83,22,9
engine_7734,2024-08-22 10:20:16.901377,63,103,172,80,145
engine_7735,2024-09-30 10:20:16.901377,25,181,166,247,127
engine_7736,2024-09-23 10:20:16.901377,102,238,65,92,72
engine_7737,2024-09-04 10:20:16.901377,260,45,284,297,51
engine_7738,2024-10-07 10:20:16.901377,207,16,11,107,201
engine_7739,2024-09-25 10:20:16.901377,85,58,91,125,69
engine_7740,2024-10-25 10:20:16.901377,74,84,15,167,182
engine_7741,2024-10-25 10:20:16.901377,14,262,102,158,159
engine_7742,2024-08-02 10:20:16.901377,106,110,231,7,174
engine_7743,2024-08-01 10:20:16.901377,145,96,212,183,84
engine_7744,2024-08-12 10:20:16.901377,287,26,45,125,214
engine_7745,2024-09-19 10:20:16.901377,160,165,13,211,249
engine_7746,2024-07-31 10:20:16.901377,219,201,227,288,227
engine_7747,2024-09-27 10:20:16.901377,94,199,181,193,76
engine_7748,2024-10-07 10:20:16.901377,280,197,278,4,208
engine_7749,2024-08-17 10:20:16.901377,139,139,245,258,52
engine_7750,2024-09-07 10:20:16.901377,244,230,41,137,197
engine_7751,2024-10-09 10:20:16.901377,272,49,264,23,113
engine_7752,2024-08-26 10:20:16.901377,92,97,208,29,298
engine_7753,2024-10-10 10:20:16.901377,278,37,9,71,69
engine_7754,2024-08-27 10:20:16.901377,54,254,15,234,246
engine_7755,2024-09-20 10:20:16.901377,245,163,261,131,287
engine_7756,2024-10-09 10:20:16.901377,237,211,220,2,38
engine_7757,2024-09-22 10:20:16.901377,232,274,262,240,288
engine_7758,2024-09-07 10:20:16.901377,59,219,189,34,239
engine_7759,2024-10-10 10:20:16.901377,98,60,238,120,162
engine_7760,2024-09-11 10:20:16.901377,8,184,203,244,133
engine_7761,2024-09-04 10:20:16.901377,286,99,212,208,265
engine_7762,2024-09-21 10:20:16.901377,285,194,57,251,233
engine_7763,2024-10-08 10:20:16.901377,292,173,170,39,208
engine_7764,2024-09-26 10:20:16.901377,65,86,271,283,132
engine_7765,2024-11-02 10:20:16.901377,92,168,227,23,142
engine_7766,2024-09-21 10:20:16.901377,116,15,101,37,91
engine_7767,2024-09-29 10:20:16.901377,283,145,172,157,138
engine_7768,2024-09-24 10:20:16.901377,156,90,266,80,205
engine_7769,2024-08-22 10:20:16.901377,20,259,217,214,263
engine_7770,2024-10-23 10:20:16.901377,42,44,270,73,117
engine_7771,2024-08-01 10:20:16.901377,227,48,141,269,59
engine_7772,2024-08-14 10:20:16.901377,197,80,15,218,178
engine_7773,2024-08-18 10:20:16.901377,6,28,87,198,30
engine_7774,2024-08-15 10:20:16.901377,129,280,54,74,166
engine_7775,2024-08-13 10:20:16.901377,272,240,41,135,180
engine_7776,2024-08-28 10:20:16.901377,3,1,32,230,172
engine_7777,2024-10-03 10:20:16.901377,228,108,27,162,179
engine_7778,2024-10-29 10:20:16.901377,240,111,32,189,275
engine_7779,2024-08-04 10:20:16.901377,146,68,211,248,292
engine_7780,2024-10-24 10:20:16.901377,156,274,56,234,15
engine_7781,2024-10-24 10:20:16.901377,297,148,172,217,194
engine_7782,2024-09-07 10:20:16.901377,30,136,154,226,240
engine_7783,2024-10-17 10:20:16.901377,70,112,250,180,2
engine_7784,2024-10-20 10:20:16.901377,197,260,124,141,188
engine_7785,2024-08-01 10:20:16.901377,174,4,43,35,159
engine_7786,2024-10-15 10:20:16.901377,297,161,168,236,22
engine_7787,2024-10-23 10:20:16.901377,210,204,57,65,207
engine_7788,2024-10-06 10:20:16.901377,170,35,195,222,86
engine_7789,2024-08-09 10:20:16.901377,71,269,253,67,141
engine_7790,2024-08-18 10:20:16.901377,155,180,54,89,158
engine_7791,2024-08-14 10:20:16.901377,28,236,13,149,36
engine_7792,2024-07-26 10:20:16.901377,198,128,82,133,211
engine_7793,2024-11-01 10:20:16.901377,50,255,233,84,250
engine_7794,2024-08-04 10:20:16.901377,91,45,182,7,259
engine_7795,2024-09-16 10:20:16.901377,260,211,86,291,94
engine_7796,2024-11-02 10:20:16.901377,190,134,191,201,160
engine_7797,2024-09-20 10:20:16.901377,290,235,8,180,296
engine_7798,2024-09-11 10:20:16.901377,30,24,200,6,187
engine_7799,2024-08-18 10:20:16.901377,251,35,265,117,4
engine_7800,2024-08-09 10:20:16.901377,127,159,26,48,156
engine_7801,2024-08-22 10:20:16.901377,281,129,9,166,21
engine_7802,2024-09-29 10:20:16.901377,125,53,239,103,172
engine_7803,2024-08-27 10:20:16.901377,198,125,166,202,120
engine_7804,2024-09-16 10:20:16.901377,87,92,16,125,150
engine_7805,2024-10-07 10:20:16.901377,59,158,6,77,47
engine_7806,2024-09-18 10:20:16.901377,43,14,215,270,258
engine_7807,2024-10-30 10:20:16.902145,234,113,149,7,124
engine_7808,2024-08-12 10:20:16.902145,130,202,137,269,19
engine_7809,2024-08-13 10:20:16.902145,54,103,257,293,27
engine_7810,2024-08-27 10:20:16.902145,239,255,192,105,204
engine_7811,2024-09-16 10:20:16.902145,240,35,276,299,174
engine_7812,2024-10-05 10:20:16.902145,257,232,67,299,144
engine_7813,2024-09-08 10:20:16.902145,107,116,240,164,276
engine_7814,2024-10-07 10:20:16.902145,276,234,72,121,195
engine_7815,2024-08-25 10:20:16.902145,18,73,47,183,232
engine_7816,2024-10-31 10:20:16.902145,286,179,263,187,85
engine_7817,2024-08-31 10:20:16.902145,45,56,8,225,202
engine_7818,2024-10-26 10:20:16.902145,222,277,85,57,8
engine_7819,2024-09-02 10:20:16.902145,137,23,227,126,212
engine_7820,2024-09-22 10:20:16.902145,22,29,231,124,261
engine_7821,2024-10-22 10:20:16.902145,160,251,267,189,95
engine_7822,2024-10-05 10:20:16.902145,135,161,123,109,228
engine_7823,2024-10-04 10:20:16.902145,237,207,197,80,203
engine_7824,2024-09-23 10:20:16.902145,171,252,290,125,225
engine_7825,2024-08-24 10:20:16.902145,22,95,26,208,110
engine_7826,2024-08-16 10:20:16.902145,265,85,112,151,165
engine_7827,2024-09-10 10:20:16.902145,54,246,203,57,78
engine_7828,2024-09-25 10:20:16.902145,287,285,238,68,67
engine_7829,2024-07-29 10:20:16.902145,139,201,4,8,176
engine_7830,2024-10-12 10:20:16.902145,62,63,231,83,195
engine_7831,2024-08-21 10:20:16.902145,58,94,262,165,44
engine_7832,2024-08-27 10:20:16.902145,49,191,223,16,33
engine_7833,2024-08-29 10:20:16.902145,4,30,271,125,52
engine_7834,2024-10-05 10:20:16.902145,163,191,285,157,114
engine_7835,2024-09-14 10:20:16.902145,141,262,155,158,129
engine_7836,2024-10-01 10:20:16.902145,123,184,257,186,156
engine_7837,2024-08-20 10:20:16.902145,215,177,245,236,242
engine_7838,2024-10-15 10:20:16.902145,186,210,150,281,163
engine_7839,2024-09-17 10:20:16.902145,61,62,260,48,8
engine_7840,2024-10-10 10:20:16.902145,210,195,214,65,23
engine_7841,2024-10-30 10:20:16.902145,297,130,288,204,50
engine_7842,2024-10-31 10:20:16.902145,195,194,98,190,273
engine_7843,2024-09-27 10:20:16.902145,270,143,147,188,222
engine_7844,2024-08-10 10:20:16.902145,56,236,39,66,259
engine_7845,2024-09-17 10:20:16.902145,122,237,269,30,206
engine_7846,2024-10-12 10:20:16.902145,191,170,269,84,135
engine_7847,2024-10-13 10:20:16.902145,280,75,142,133,111
engine_7848,2024-08-06 10:20:16.902145,114,111,114,49,239
engine_7849,2024-08-27 10:20:16.902145,245,139,287,161,82
engine_7850,2024-09-01 10:20:16.902145,281,57,66,132,245
engine_7851,2024-10-15 10:20:16.902145,86,195,183,108,93
engine_7852,2024-08-16 10:20:16.902145,120,284,284,265,185
engine_7853,2024-08-01 10:20:16.902145,21,197,191,93,139
engine_7854,2024-08-11 10:20:16.902145,228,80,281,262,122
engine_7855,2024-08-29 10:20:16.902145,93,79,88,209,71
engine_7856,2024-08-08 10:20:16.902145,170,173,195,188,255
engine_7857,2024-10-08 10:20:16.902145,15,288,72,157,154
engine_7858,2024-10-14 10:20:16.902145,102,143,87,6,28
engine_7859,2024-10-05 10:20:16.902145,282,12,261,109,71
engine_7860,2024-09-14 10:20:16.902145,222,232,104,256,64
engine_7861,2024-07-31 10:20:16.902145,84,264,111,75,89
engine_7862,2024-08-02 10:20:16.902145,251,132,139,100,258
engine_7863,2024-10-25 10:20:16.902145,235,61,98,184,182
engine_7864,2024-10-16 10:20:16.902145,140,91,274,164,30
engine_7865,2024-09-21 10:20:16.902145,110,97,129,205,100
engine_7866,2024-10-18 10:20:16.902145,21,166,234,47,249
engine_7867,2024-08-03 10:20:16.902145,123,191,252,92,173
engine_7868,2024-10-25 10:20:16.902145,86,23,271,109,170
engine_7869,2024-10-27 10:20:16.902145,164,161,61,263,28
engine_7870,2024-08-16 10:20:16.902145,153,277,153,147,206
engine_7871,2024-10-04 10:20:16.902145,192,86,162,114,298
engine_7872,2024-10-24 10:20:16.902145,27,236,123,36,65
engine_7873,2024-08-11 10:20:16.902145,88,290,295,31,24
engine_7874,2024-11-02 10:20:16.902145,156,127,107,175,175
engine_7875,2024-09-09 10:20:16.902145,210,43,176,212,297
engine_7876,2024-08-02 10:20:16.902145,61,219,285,4,286
engine_7877,2024-08-22 10:20:16.902145,64,192,193,267,237
engine_7878,2024-08-28 10:20:16.902145,11,273,94,49,1
engine_7879,2024-09-06 10:20:16.902145,141,112,200,270,168
engine_7880,2024-10-26 10:20:16.902145,201,99,42,218,55
engine_7881,2024-10-28 10:20:16.902145,122,281,215,3,121
engine_7882,2024-09-28 10:20:16.902145,62,41,202,10,88
engine_7883,2024-09-03 10:20:16.902145,186,276,62,297,157
engine_7884,2024-09-22 10:20:16.902145,225,157,162,235,120
engine_7885,2024-08-11 10:20:16.902145,138,29,296,129,59
engine_7886,2024-09-30 10:20:16.902145,75,162,234,175,30
engine_7887,2024-08-24 10:20:16.902145,258,87,9,202,106
engine_7888,2024-09-16 10:20:16.902145,2,3,84,153,95
engine_7889,2024-08-12 10:20:16.902145,107,274,164,103,202
engine_7890,2024-09-21 10:20:16.902145,138,125,228,118,108
engine_7891,2024-10-05 10:20:16.902145,220,211,135,291,245
engine_7892,2024-09-26 10:20:16.902145,157,88,234,226,214
engine_7893,2024-10-07 10:20:16.902145,154,141,196,30,108
engine_7894,2024-10-01 10:20:16.902145,46,166,211,230,217
engine_7895,2024-08-29 10:20:16.902145,165,246,219,217,126
engine_7896,2024-09-07 10:20:16.902145,182,87,198,71,53
engine_7897,2024-08-14 10:20:16.902145,134,131,2,169,51
engine_7898,2024-08-20 10:20:16.902145,181,35,169,14,244
engine_7899,2024-08-10 10:20:16.902145,252,176,160,151,244
engine_7900,2024-10-09 10:20:16.902145,266,122,34,19,200
engine_7901,2024-09-06 10:20:16.902145,286,59,214,200,135
engine_7902,2024-08-02 10:20:16.902145,5,37,297,284,61
engine_7903,2024-08-06 10:20:16.902145,59,63,27,211,11
engine_7904,2024-10-07 10:20:16.902145,77,166,128,202,296
engine_7905,2024-09-16 10:20:16.902145,18,281,256,251,162
engine_7906,2024-10-22 10:20:16.902145,164,184,82,58,49
engine_7907,2024-08-16 10:20:16.902145,54,267,77,65,186
engine_7908,2024-10-17 10:20:16.902145,7,108,186,126,209
engine_7909,2024-09-27 10:20:16.902145,287,128,167,214,39
engine_7910,2024-09-17 10:20:16.902145,130,283,268,14,193
engine_7911,2024-08-21 10:20:16.902145,166,172,160,290,8
engine_7912,2024-08-19 10:20:16.902145,36,74,77,166,272
engine_7913,2024-10-09 10:20:16.902145,278,103,97,113,256
engine_7914,2024-08-08 10:20:16.902145,45,42,281,47,69
engine_7915,2024-09-24 10:20:16.902145,256,165,166,150,96
engine_7916,2024-09-15 10:20:16.902145,260,136,177,194,151
engine_7917,2024-08-04 10:20:16.902145,191,105,38,16,271
engine_7918,2024-08-17 10:20:16.902145,171,141,201,246,94
engine_7919,2024-10-10 10:20:16.902145,139,196,203,250,78
engine_7920,2024-09-05 10:20:16.902145,75,67,120,158,69
engine_7921,2024-07-31 10:20:16.902145,171,217,36,204,140
engine_7922,2024-10-02 10:20:16.902145,188,194,270,297,202
engine_7923,2024-07-29 10:20:16.902145,238,103,121,226,184
engine_7924,2024-10-12 10:20:16.902145,265,86,2,147,129
engine_7925,2024-07-30 10:20:16.902145,53,2,1,164,127
engine_7926,2024-11-02 10:20:16.902145,198,23,77,219,160
engine_7927,2024-07-28 10:20:16.902145,27,158,121,152,246
engine_7928,2024-09-07 10:20:16.902145,168,228,172,185,77
engine_7929,2024-11-02 10:20:16.902145,223,188,52,99,251
engine_7930,2024-11-01 10:20:16.902145,269,240,195,81,94
engine_7931,2024-09-02 10:20:16.902145,209,281,197,65,188
engine_7932,2024-09-16 10:20:16.902145,78,62,103,259,251
engine_7933,2024-09-08 10:20:16.902145,53,5,85,241,182
engine_7934,2024-08-09 10:20:16.902145,152,11,192,127,10
engine_7935,2024-09-07 10:20:16.902145,60,59,138,217,292
engine_7936,2024-07-30 10:20:16.902145,93,290,207,189,215
engine_7937,2024-08-04 10:20:16.902145,144,298,27,208,169
engine_7938,2024-10-09 10:20:16.902145,142,296,17,73,299
engine_7939,2024-09-11 10:20:16.902145,155,267,229,183,167
engine_7940,2024-08-31 10:20:16.902145,239,96,45,193,142
engine_7941,2024-09-18 10:20:16.902145,178,76,228,130,274
engine_7942,2024-08-20 10:20:16.902145,193,177,92,114,277
engine_7943,2024-10-09 10:20:16.902145,68,210,133,296,222
engine_7944,2024-10-29 10:20:16.902145,56,295,228,48,207
engine_7945,2024-10-29 10:20:16.902145,276,53,266,96,102
engine_7946,2024-07-26 10:20:16.902145,201,296,164,103,262
engine_7947,2024-07-29 10:20:16.902145,249,199,111,209,10
engine_7948,2024-10-06 10:20:16.902145,245,43,27,81,141
engine_7949,2024-10-27 10:20:16.902145,215,246,177,298,118
engine_7950,2024-09-03 10:20:16.902145,45,149,162,101,251
engine_7951,2024-09-17 10:20:16.902145,93,266,153,37,59
engine_7952,2024-09-08 10:20:16.902145,55,149,161,26,274
engine_7953,2024-10-27 10:20:16.902145,61,249,98,172,25
engine_7954,2024-08-01 10:20:16.902145,138,266,210,152,129
engine_7955,2024-09-09 10:20:16.902145,228,181,46,224,225
engine_7956,2024-09-30 10:20:16.902145,92,20,132,220,28
engine_7957,2024-10-16 10:20:16.902145,170,22,244,169,169
engine_7958,2024-08-05 10:20:16.902145,168,193,19,151,10
engine_7959,2024-10-24 10:20:16.902145,72,206,33,293,107
engine_7960,2024-10-21 10:20:16.902145,204,207,35,144,51
engine_7961,2024-10-02 10:20:16.902145,81,262,257,21,7
engine_7962,2024-10-31 10:20:16.902145,297,99,190,9,262
engine_7963,2024-08-02 10:20:16.902145,252,289,54,34,236
engine_7964,2024-09-29 10:20:16.902145,57,249,261,295,85
engine_7965,2024-08-02 10:20:16.902145,46,3,41,275,49
engine_7966,2024-07-28 10:20:16.902145,281,160,234,130,288
engine_7967,2024-09-15 10:20:16.902145,289,264,226,4,221
engine_7968,2024-10-24 10:20:16.902145,236,228,17,292,34
engine_7969,2024-09-04 10:20:16.902145,202,164,50,230,28
engine_7970,2024-10-07 10:20:16.902145,240,11,246,68,175
engine_7971,2024-09-12 10:20:16.902145,128,72,119,176,251
engine_7972,2024-10-12 10:20:16.902145,297,105,46,116,217
engine_7973,2024-09-27 10:20:16.902145,112,197,22,35,8
engine_7974,2024-10-15 10:20:16.902145,27,105,257,113,98
engine_7975,2024-08-11 10:20:16.902145,223,183,238,200,246
engine_7976,2024-09-07 10:20:16.902145,109,292,67,163,111
engine_7977,2024-10-25 10:20:16.902145,201,19,257,194,243
engine_7978,2024-08-09 10:20:16.902145,127,223,286,88,138
engine_7979,2024-09-05 10:20:16.902145,91,44,252,247,182
engine_7980,2024-09-10 10:20:16.902145,47,123,195,14,177
engine_7981,2024-10-07 10:20:16.902145,191,111,158,256,169
engine_7982,2024-11-01 10:20:16.902145,207,113,212,50,13
engine_7983,2024-07-29 10:20:16.902145,212,136,287,32,127
engine_7984,2024-09-02 10:20:16.902145,178,298,87,119,188
engine_7985,2024-10-12 10:20:16.902145,64,178,167,52,238
engine_7986,2024-09-02 10:20:16.902145,31,295,269,64,206
engine_7987,2024-10-06 10:20:16.902145,264,145,30,256,87
engine_7988,2024-08-03 10:20:16.902145,245,162,108,214,250
engine_7989,2024-08-02 10:20:16.902145,285,135,220,161,86
engine_7990,2024-10-24 10:20:16.902145,294,148,135,13,38
engine_7991,2024-09-14 10:20:16.902145,119,270,250,39,10
engine_7992,2024-10-12 10:20:16.902145,57,212,243,67,25
engine_7993,2024-10-10 10:20:16.902145,274,196,227,25,293
engine_7994,2024-08-18 10:20:16.902145,170,296,275,94,227
engine_7995,2024-09-02 10:20:16.902145,55,63,241,31,262
engine_7996,2024-08-14 10:20:16.902145,242,153,290,141,248
engine_7997,2024-10-18 10:20:16.902145,188,103,82,53,290
engine_7998,2024-10-21 10:20:16.902145,84,59,167,115,199
engine_7999,2024-09-09 10:20:16.902145,68,168,53,88,16
engine_8000,2024-07-28 10:20:16.902145,283,224,161,259,74
engine_8001,2024-08-04 10:20:16.902145,102,209,88,127,70
engine_8002,2024-09-11 10:20:16.902145,105,202,219,194,203
engine_8003,2024-10-09 10:20:16.902145,163,237,129,181,298
engine_8004,2024-10-12 10:20:16.902145,24,254,155,91,152
engine_8005,2024-08-04 10:20:16.902145,204,280,46,249,175
engine_8006,2024-08-28 10:20:16.902145,135,235,41,228,52
engine_8007,2024-11-01 10:20:16.902145,17,254,259,78,281
engine_8008,2024-10-11 10:20:16.902145,113,13,199,263,1
engine_8009,2024-09-10 10:20:16.902145,201,129,142,14,240
engine_8010,2024-10-27 10:20:16.902145,276,54,78,47,213
engine_8011,2024-08-03 10:20:16.902145,82,141,264,142,50
engine_8012,2024-09-22 10:20:16.902145,52,165,210,129,182
engine_8013,2024-08-27 10:20:16.902145,208,275,156,96,243
engine_8014,2024-08-27 10:20:16.902145,200,80,279,250,180
engine_8015,2024-08-08 10:20:16.902145,42,22,93,120,79
engine_8016,2024-10-08 10:20:16.902145,102,236,11,45,100
engine_8017,2024-11-02 10:20:16.902145,107,11,298,203,280
engine_8018,2024-08-29 10:20:16.902145,152,219,255,2,172
engine_8019,2024-08-08 10:20:16.902145,136,103,39,11,101
engine_8020,2024-07-29 10:20:16.902145,159,89,154,294,117
engine_8021,2024-09-06 10:20:16.902145,233,89,2,207,248
engine_8022,2024-08-21 10:20:16.902145,13,142,229,239,33
engine_8023,2024-09-04 10:20:16.902145,61,10,214,183,38
engine_8024,2024-10-26 10:20:16.902145,51,72,157,129,33
engine_8025,2024-10-08 10:20:16.902145,128,13,213,155,243
engine_8026,2024-10-21 10:20:16.902145,82,13,219,130,66
engine_8027,2024-09-09 10:20:16.902145,29,13,119,283,128
engine_8028,2024-10-21 10:20:16.902145,106,171,277,44,220
engine_8029,2024-09-02 10:20:16.902145,94,232,91,42,267
engine_8030,2024-10-17 10:20:16.902145,80,79,16,1,265
engine_8031,2024-07-30 10:20:16.902145,293,187,193,261,16
engine_8032,2024-09-13 10:20:16.902145,210,76,89,117,253
engine_8033,2024-10-10 10:20:16.902145,269,205,106,58,85
engine_8034,2024-10-10 10:20:16.902145,37,230,40,142,85
engine_8035,2024-08-19 10:20:16.902145,132,136,30,203,226
engine_8036,2024-08-25 10:20:16.902145,36,297,247,161,113
engine_8037,2024-09-30 10:20:16.902145,115,133,293,138,67
engine_8038,2024-07-26 10:20:16.902145,215,183,163,232,205
engine_8039,2024-11-02 10:20:16.902145,247,182,128,59,16
engine_8040,2024-09-09 10:20:16.902145,224,272,74,74,66
engine_8041,2024-09-01 10:20:16.902145,38,86,280,294,278
engine_8042,2024-08-13 10:20:16.902145,245,262,217,61,207
engine_8043,2024-11-01 10:20:16.902145,149,107,155,147,154
engine_8044,2024-08-30 10:20:16.902145,63,172,1,90,55
engine_8045,2024-10-22 10:20:16.902145,55,117,89,165,275
engine_8046,2024-10-16 10:20:16.902145,41,8,148,170,179
engine_8047,2024-09-30 10:20:16.902145,39,206,124,46,53
engine_8048,2024-09-26 10:20:16.902145,228,175,155,124,35
engine_8049,2024-10-18 10:20:16.902145,8,295,254,100,235
engine_8050,2024-08-25 10:20:16.902145,136,213,203,130,197
engine_8051,2024-10-21 10:20:16.902145,245,39,104,166,244
engine_8052,2024-10-28 10:20:16.902145,19,70,165,140,25
engine_8053,2024-10-21 10:20:16.902145,189,76,228,77,103
engine_8054,2024-10-28 10:20:16.902145,181,262,169,171,267
engine_8055,2024-08-06 10:20:16.902145,14,114,54,194,272
engine_8056,2024-08-22 10:20:16.902145,278,41,85,255,285
engine_8057,2024-09-02 10:20:16.902145,122,123,270,4,198
engine_8058,2024-09-30 10:20:16.902145,133,64,178,147,28
engine_8059,2024-08-08 10:20:16.902145,18,127,15,19,135
engine_8060,2024-11-01 10:20:16.902145,213,263,102,151,225
engine_8061,2024-07-26 10:20:16.902145,263,283,62,167,168
engine_8062,2024-10-31 10:20:16.902145,223,252,17,84,299
engine_8063,2024-08-19 10:20:16.902145,153,107,102,56,190
engine_8064,2024-10-20 10:20:16.902145,37,102,260,220,263
engine_8065,2024-09-23 10:20:16.902145,40,222,251,97,50
engine_8066,2024-10-30 10:20:16.902145,5,196,269,119,174
engine_8067,2024-10-31 10:20:16.902145,24,209,228,146,97
engine_8068,2024-09-10 10:20:16.902145,200,115,59,166,62
engine_8069,2024-08-09 10:20:16.902145,104,258,113,278,100
engine_8070,2024-09-17 10:20:16.902145,178,17,203,143,25
engine_8071,2024-08-07 10:20:16.902145,117,237,5,142,11
engine_8072,2024-10-23 10:20:16.902145,36,70,244,226,4
engine_8073,2024-08-21 10:20:16.902145,206,157,195,294,227
engine_8074,2024-10-12 10:20:16.902145,161,9,179,251,81
engine_8075,2024-10-17 10:20:16.902145,186,119,234,99,78
engine_8076,2024-10-09 10:20:16.902145,161,295,7,60,70
engine_8077,2024-08-02 10:20:16.902145,6,218,73,294,109
engine_8078,2024-09-03 10:20:16.902145,299,180,220,23,94
engine_8079,2024-07-27 10:20:16.902145,89,2,107,288,227
engine_8080,2024-10-12 10:20:16.902145,238,249,106,298,138
engine_8081,2024-09-26 10:20:16.902145,167,241,169,35,283
engine_8082,2024-09-11 10:20:16.902145,81,260,291,78,294
engine_8083,2024-10-08 10:20:16.902145,14,73,283,209,273
engine_8084,2024-10-02 10:20:16.902145,41,88,58,153,33
engine_8085,2024-09-05 10:20:16.902145,232,24,105,147,83
engine_8086,2024-10-28 10:20:16.902145,1,11,12,115,137
engine_8087,2024-08-29 10:20:16.902145,223,71,26,23,102
engine_8088,2024-09-16 10:20:16.902145,79,157,272,279,40
engine_8089,2024-10-12 10:20:16.902145,282,167,205,145,208
engine_8090,2024-08-17 10:20:16.902145,49,161,194,120,92
engine_8091,2024-09-15 10:20:16.902145,217,29,263,296,251
engine_8092,2024-07-29 10:20:16.902145,35,118,150,8,255
engine_8093,2024-09-04 10:20:16.902145,203,289,90,164,198
engine_8094,2024-10-28 10:20:16.902145,14,266,41,200,164
engine_8095,2024-08-02 10:20:16.902145,10,2,60,57,116
engine_8096,2024-11-02 10:20:16.902145,29,2,138,208,214
engine_8097,2024-09-21 10:20:16.902145,103,219,19,96,84
engine_8098,2024-09-13 10:20:16.902145,162,37,247,116,191
engine_8099,2024-08-26 10:20:16.902145,15,155,254,111,94
engine_8100,2024-10-11 10:20:16.902145,17,180,23,242,92
engine_8101,2024-08-31 10:20:16.902145,261,67,107,34,227
engine_8102,2024-08-12 10:20:16.902145,102,31,2,157,199
engine_8103,2024-08-03 10:20:16.902145,166,91,136,270,50
engine_8104,2024-08-02 10:20:16.902145,114,149,236,23,104
engine_8105,2024-09-03 10:20:16.902145,145,261,42,3,216
engine_8106,2024-09-19 10:20:16.902145,290,253,84,98,25
engine_8107,2024-08-03 10:20:16.902145,39,110,258,234,199
engine_8108,2024-10-06 10:20:16.902145,197,181,100,128,118
engine_8109,2024-10-18 10:20:16.902145,262,73,18,54,49
engine_8110,2024-08-31 10:20:16.902145,87,274,140,289,18
engine_8111,2024-08-18 10:20:16.902145,57,26,190,25,110
engine_8112,2024-09-06 10:20:16.902145,82,138,288,290,195
engine_8113,2024-09-26 10:20:16.902145,23,65,289,77,165
engine_8114,2024-09-16 10:20:16.902145,277,51,27,81,94
engine_8115,2024-09-21 10:20:16.902145,135,161,145,216,256
engine_8116,2024-09-08 10:20:16.902145,47,14,29,261,194
engine_8117,2024-09-20 10:20:16.902145,141,201,264,276,84
engine_8118,2024-10-07 10:20:16.902145,75,65,198,44,98
engine_8119,2024-08-16 10:20:16.902145,222,234,1,146,126
engine_8120,2024-10-11 10:20:16.902145,183,43,213,191,142
engine_8121,2024-08-01 10:20:16.902145,235,150,180,213,65
engine_8122,2024-09-23 10:20:16.902145,215,259,240,299,222
engine_8123,2024-07-27 10:20:16.902145,299,193,130,262,119
engine_8124,2024-08-11 10:20:16.902145,19,212,259,123,145
engine_8125,2024-08-02 10:20:16.902145,163,63,123,292,108
engine_8126,2024-10-27 10:20:16.902145,23,77,214,234,222
engine_8127,2024-09-10 10:20:16.902145,137,140,103,212,293
engine_8128,2024-08-26 10:20:16.902145,38,199,185,65,285
engine_8129,2024-08-30 10:20:16.902145,110,149,270,137,25
engine_8130,2024-09-24 10:20:16.902145,155,92,38,166,213
engine_8131,2024-10-16 10:20:16.902145,137,126,208,190,214
engine_8132,2024-10-16 10:20:16.902145,154,234,107,108,281
engine_8133,2024-07-29 10:20:16.902145,158,294,106,273,64
engine_8134,2024-09-14 10:20:16.902145,291,279,38,247,219
engine_8135,2024-10-09 10:20:16.902145,172,107,166,271,265
engine_8136,2024-08-01 10:20:16.902145,217,55,234,299,188
engine_8137,2024-07-30 10:20:16.902145,258,260,131,47,53
engine_8138,2024-09-08 10:20:16.902145,293,64,197,228,169
engine_8139,2024-08-23 10:20:16.902145,50,134,142,172,84
engine_8140,2024-08-31 10:20:16.902145,67,216,53,141,258
engine_8141,2024-08-07 10:20:16.902145,265,188,55,173,190
engine_8142,2024-08-30 10:20:16.902145,71,47,256,161,239
engine_8143,2024-08-12 10:20:16.902145,199,38,149,230,57
engine_8144,2024-08-30 10:20:16.902145,135,279,104,148,81
engine_8145,2024-10-23 10:20:16.902145,218,123,4,113,58
engine_8146,2024-11-01 10:20:16.902145,220,50,180,255,66
engine_8147,2024-08-23 10:20:16.902145,118,134,103,64,227
engine_8148,2024-10-15 10:20:16.902145,65,252,121,153,138
engine_8149,2024-08-24 10:20:16.902145,132,238,200,220,86
engine_8150,2024-08-02 10:20:16.902145,267,28,187,182,220
engine_8151,2024-10-21 10:20:16.902145,217,146,241,24,83
engine_8152,2024-09-23 10:20:16.902145,193,128,292,214,178
engine_8153,2024-10-10 10:20:16.902145,10,278,23,223,238
engine_8154,2024-08-30 10:20:16.902145,63,49,48,230,264
